time,sp,pv
169.5,1.0,1.000123846217142
170.0,1.0,1.0001209505609499
170.5,1.0,1.0001181219552586
171.0,1.0,1.0001153588778449
171.5,1.0,1.0001126598396182
172.0,1.0,1.0001100233839673
172.5,1.0,1.0001074480861176
173.0,1.0,1.0001049325524967
173.5,1.0,1.0001024754201098
174.0,1.0,1.0001000753559257
174.5,1.0,1.000097731056271
175.0,1.0,1.000095441246235
175.5,1.0,1.0000932046790825
176.0,1.0,1.0000910201356783
176.5,1.0,1.0000888864239204
177.0,1.0,1.0000868023781815
177.5,1.0,1.0000847668587616
178.0,1.0,1.000082778751349
178.5,1.0,1.0000808369664917
179.0,1.0,1.0000789404390762
179.5,1.0,1.0000770881278174
180.0,1.0,1.0000752790147567
180.5,1.0,1.0000735121047692
181.0,1.0,1.00007178642508
181.5,1.0,1.0000701010247894
182.0,1.0,1.0000684549744066
182.5,1.0,1.0000668473653922
183.0,1.0,1.00006527730971
183.5,1.0,1.000063743939386
184.0,1.0,1.0000622464060767
184.5,1.0,1.000060783880645
185.0,1.0,1.0000593555527457
185.5,1.0,1.0000579606304172
186.0,1.0,1.0000565983396816
186.5,1.0,1.0000552679241543
187.0,1.0,1.0000539686446592
187.5,1.0,1.0000526997788524
188.0,1.0,1.0000514606208535
188.5,1.0,1.0000502504808844
189.0,1.0,1.0000490686849148
189.5,1.0,1.0000479145743155
190.0,1.0,1.0000467875055183
190.5,1.0,1.0000456868496828
191.0,1.0,1.0000446119923707
191.5,1.0,1.0000435623332258
192.0,1.0,1.0000425372856616
192.5,1.0,1.0000415362765547
193.0,1.0,1.0000405587459442
193.5,1.0,1.0000396041467392
194.0,1.0,1.00003867194443
194.5,1.0,1.0000377616168072
195.0,1.0,1.0000368726536857
195.5,1.0,1.000036004556635
196.0,1.0,1.0000351568387154
196.5,1.0,1.0000343290242188
197.0,1.0,1.0000335206484166
197.5,1.0,1.0000327312573116
198.0,1.0,1.000031960407396
198.5,1.0,1.000031207665414
199.0,1.0,1.0000304726081306
199.5,1.0,1.0000297548221035
200.0,1.0,1.0000290539034622
