time,sp,pv,mv
0.0,1.0,0.0,0.0
0.5,1.0,0.0,1.7994505494505497
1.0,1.0,0.0,1.8681318681318684
1.5,1.0,0.0,1.936813186813187
2.0,1.0,0.0,2.005494505494506
2.5,1.0,0.0,2.074175824175825
3.0,1.0,0.0,2.1428571428571432
3.5,1.0,0.0,2.211538461538462
4.0,1.0,0.04498626373626374,2.2802197802197806
4.5,1.0,0.09043994200244201,2.2679505419031525
5.0,1.0,0.13634805106159276,2.2517504983378958
5.5,1.0,0.18269796783613337,2.2316109104703004
6.0,1.0,0.2294774198895253,2.2075232819981467
6.5,1.0,0.27667447568624487,2.179479352627611
7.0,1.0,0.3242775351223107,2.147471091517475
7.5,1.0,0.37227532031885213,2.111490690905444
8.0,1.0,0.4186331027464628,2.071530559911509
8.5,1.0,0.46329816790639733,2.031224981620145
9.0,1.0,0.5062190471151994,1.9907814507178963
9.5,1.0,0.5473454889675087,1.950408840609585
10.0,1.0,0.5866284314229904,1.9103173692053472
10.5,1.0,0.624019974504733,1.8707185655445553
11.0,1.0,0.6594733535966821,1.831825237236544
11.5,1.0,0.6929429133278954,1.7938514386985083
12.0,1.0,0.7244751236092908,1.7570124401714153
12.5,1.0,0.7541203508880913,1.7213608726782523
13.0,1.0,0.7819327843786616,1.6869391640028497
13.5,1.0,0.8079703634871659,1.6537794038145917
14.0,1.0,0.8322947064178029,1.6219032117114685
14.5,1.0,0.854971039948222,1.5913216081215058
15.0,1.0,0.8760681303615674,1.5620348880037322
15.5,1.0,0.8956582155224759,1.5340324972909665
16.0,1.0,0.9138128424638079,1.5072929120177954
16.5,1.0,0.93060263149544,1.4817908899446242
17.0,1.0,0.9460970434937093,1.4574979424794752
17.5,1.0,0.9603641503561151,1.4343828170776831
18.0,1.0,0.9734704086048163,1.412411989928731
18.5,1.0,0.9854804361214424,1.3915501687424614
19.0,1.0,0.9964567919947876,1.37176080544985
19.5,1.0,1.006459759462044,1.353006618636451
20.0,1.0,1.0155473161700472,1.335250125529521
20.5,1.0,1.023775117060644,1.3184538518199242
21.0,1.0,1.031196489791457,1.302580520810056
21.5,1.0,1.0378624426010237,1.2875932211803893
22.0,1.0,1.0438216845251123,1.2734555526774975
22.5,1.0,1.0491206578689942,1.2601317490365536
23.0,1.0,1.0538035828385446,1.24758677746136
23.5,1.0,1.0579125142312675,1.2357864139949306
24.0,1.0,1.0614874017981193,1.2246972941235097
24.5,1.0,1.0645661536573119,1.2142869528815605
25.0,1.0,1.0671847021407852,1.2045238553191315
25.5,1.0,1.069377071453812,1.1953774182364176
26.0,1.0,1.071175446528231,1.1868180241332524
26.5,1.0,1.072610242450092,1.1788170283637749
27.0,1.0,1.0737101738430184,1.1713467605285421
27.5,1.0,1.0745023235893556,1.1643805211779403
28.0,1.0,1.0750122106450237,1.157892574941879
28.5,1.0,1.075263856732307,1.15185814057046
29.0,1.0,1.075279851723431,1.1462533783361302
29.5,1.0,1.075081417556667,1.1410553752111467
30.0,1.0,1.074688470555854,1.1362421281950608
30.5,1.0,1.0741196820536272,1.131792526125324
31.0,1.0,1.0733925372482527,1.1276863302601101
31.5,1.0,1.0725233922537927,1.1239041538759884
32.0,1.0,1.07152752931656,1.1204274410742436
32.5,1.0,1.0704192101828367,1.1172384449685915
33.0,1.0,1.0692117276135922,1.1143202054072585
33.5,1.0,1.0679174550514245,1.1116565263640834
34.0,1.0,1.0665478944531293,1.1092319531165011
34.5,1.0,1.0651137223081562,1.1070317493131983
35.0,1.0,1.0636248338687182,1.1050418740209706
35.5,1.0,1.0620903856214432,1.1032489588290146
36.0,1.0,1.0605188360339513,1.1016402850796936
36.5,1.0,1.058917984612634,1.1002037612864823
37.0,1.0,1.057295009310274,1.09892790079229
37.5,1.0,1.0556565023240123,1.097801799714625
38.0,1.0,1.0540085043256198,1.096815115218044
38.5,1.0,1.052356537167099,1.0959580441489418
39.0,1.0,1.050705635105405,1.095221302062927
39.5,1.0,1.0490603745905804,1.0945961026707076
40.0,1.0,1.0474249026618931,1.0940741377244851
40.5,1.0,1.0458029639966477,1.0936475573632918
41.0,1.0,1.044197926656273,1.0933089509324907
41.5,1.0,1.0426128065740499,1.0930513282897136
42.0,1.0,1.0410502908284942,1.0928681016068824
42.5,1.0,1.0395127597459426,1.09275306767553
43.0,1.0,1.0380023078753229,1.0927003907204722
43.5,1.0,1.0365207638774538,1.0927045857248878
44.0,1.0,1.0350697093704957,1.0927605022680777
44.5,1.0,1.0336504967724054,1.0928633088755537
45.0,1.0,1.0322642661804147,1.0930084778796383
45.5,1.0,1.0309119613266864,1.0931917707874508
46.0,1.0,1.0295943446483888,1.0934092241519608
46.5,1.0,1.028312011509501,1.0936571359407459
47.0,1.0,1.0270654036106925,1.0939320523961356
47.5,1.0,1.025854821622653,1.0942307553796027
48.0,1.0,1.024680437077246,1.0945502501925106
48.5,1.0,1.023542303549869,1.0948877538646955
49.0,1.0,1.022440367165392,1.0952406839017856
49.5,1.0,1.0213744764590413,1.0956066474816912
50.0,1.0,1.0203443916225867,1.0959834310902763
50.5,1.0,1.019349793165196,1.0963689905858853
51.0,1.0,1.0183902900173196,1.0967614416821112
51.5,1.0,1.0174654271049846,1.0971590508379605
52.0,1.0,1.016574692420908,1.0975602265444069
52.5,1.0,1.015717523617872,1.0979635109961803
53.0,1.0,1.0148933141488623,1.09836757213757
53.5,1.0,1.0141014189775397,1.0987711960709616
54.0,1.0,1.0133411598816997,1.099173279816826
54.5,1.0,1.012611830371483,1.099572824413905
55.0,1.0,1.0119127002432242,1.0999689283483813
55.5,1.0,1.011243019788967,1.1003607813009155
56.0,1.0,1.0106020236808446,1.1007476582005251
56.5,1.0,1.0099889345487048,1.1011289135744151
57.0,1.0,1.0094029662685704,1.1015039761830152
57.5,1.0,1.008843326978753,1.1018723439296372
58.0,1.0,1.0083092218396907,1.102233579034352
58.5,1.0,1.0077998555528533,1.102587303461871
59.0,1.0,1.0073144346533525,1.1029331945934266
59.5,1.0,1.0068521695902168,1.1032709811328545
60.0,1.0,1.0064122766076267,1.103600439237305
60.5,1.0,1.0059939794397679,1.1039213888632424
61.0,1.0,1.0055965108313485,1.1042336903186185
61.5,1.0,1.0052191138952253,1.1045372410123562
62.0,1.0,1.0048610433180158,1.1048319723925126
62.5,1.0,1.0045215664240177,1.1051178470647423
63.0,1.0,1.0041999641072274,1.1053948560829248
63.5,1.0,1.0038955316407372,1.1056630164040708
64.0,1.0,1.0036075793722978,1.1059223684998687
64.5,1.0,1.003335433314366,1.1061729741174768
65.0,1.0,1.0030784356364981,1.106414914182416
65.5,1.0,1.0028359450675193,1.1066482868366587
66.0,1.0,1.0026073372144846,1.1068732056052542
66.5,1.0,1.0023920048050443,1.107089797685061
67.0,1.0,1.0021893578594505,1.1072982023494051
67.5,1.0,1.0019988237980737,1.1074985694626958
68.0,1.0,1.0018198474899531,1.107691058099277
68.5,1.0,1.0016518912475705,1.1078758352609999
69.0,1.0,1.001494434772721,1.10805307468823
69.5,1.0,1.0013469750580546,1.1082229557592111
70.0,1.0,1.0012090262485684,1.1083856624729158
70.5,1.0,1.0010801194670655,1.1085413825107238
71.0,1.0,1.0009598026073256,1.108690306372455
71.5,1.0,1.000847640098493,1.1088326265824906
72.0,1.0,1.0007432126439486,1.1089685369618925
72.5,1.0,1.0006461169377114,1.1090982319626181
73.0,1.0,1.0005559653611997,1.109221906060109
73.5,1.0,1.0004723856629893,1.1093397532006923
74.0,1.0,1.0003950206240078,1.1094519663004117
74.5,1.0,1.00032352771043,1.1095587367920552
75.0,1.0,1.0002575787163692,1.109660254217311
75.5,1.0,1.000196859398295,1.1097567058611273
76.0,1.0,1.0001410691029635,1.1098482764254936
76.5,1.0,1.000089920390495,1.1099351477400123
77.0,1.0,1.0000431386541095,1.1100174985067508
77.5,1.0,1.0000004617378946,1.1100955040769984
78.0,1.0,0.9999616395538655,1.1101693362576799
78.5,1.0,0.9999264336994687,1.1102391631452944
79.0,1.0,0.9998946170765671,1.1103051489853586
79.5,1.0,0.9998659735128553,1.1103674540554513
80.0,1.0,0.9998402973865541,1.1104262345700586
80.5,1.0,0.999817393255152,1.1104816426055144
81.0,1.0,0.9997970754888783,1.110533826043439
81.5,1.0,0.9997791679095182,1.11058292853116
82.0,1.0,0.9997635034351083,1.1106290894576956
82.5,1.0,0.9997499237309893,1.1106724439439606
83.0,1.0,0.9997382788676258,1.1107131228459393
83.5,1.0,0.9997284269855543,1.1107512527696437
84.0,1.0,0.9997202339677601,1.1107869560967485
84.5,1.0,0.9997135731197416,1.1108203510198702
85.0,1.0,0.9997083248574723,1.1108515515865132
85.5,1.0,0.9997043764034294,1.1108806677507794
86.0,1.0,0.999701621490822,1.1109078054319919
86.5,1.0,0.9996999600761143,1.1109330665794428
87.0,1.0,0.9996992980599078,1.1109565492425277
87.5,1.0,0.9996995470162179,1.110978347645584
88.0,1.0,0.999700623930153,1.1109985522667905
88.5,1.0,0.9997024509439782,1.111017249920546
89.0,1.0,0.9997049551115261,1.111034523842773
89.5,1.0,0.9997080681608946,1.111050453778643
90.0,1.0,0.9997117262653559,1.111065116072257
90.5,1.0,0.9997158698223814,1.1110785837578492
91.0,1.0,0.999720443240677,1.1110909266521196
91.5,1.0,0.9997253947351057,1.1111022114473306
92.0,1.0,0.9997306761293664,1.111112501804837
92.5,1.0,0.9997362426662867,1.1111218584487423
93.0,1.0,0.9997420528255782,1.11113033925941
93.5,1.0,0.9997480681488963,1.111137999366572
94.0,1.0,0.9997542530720398,1.1111448912418114
94.5,1.0,0.9997605747641195,1.111151064790214
95.0,1.0,0.9997670029735217,1.111156567441002
95.5,1.0,0.9997735098804893,1.111161444236987
96.0,1.0,0.9997800699561387,1.1111657379226965
96.5,1.0,0.9997866598277312,1.111169489031041
97.0,1.0,0.9997932581500141,1.1111727359684131
97.5,1.0,0.9997998454824478,1.1111755150981149
98.0,1.0,0.9998064041721352,1.1111778608220313
98.5,1.0,0.9998129182422676,1.1111798056604751
99.0,1.0,0.9998193732859071,1.1111813803301454
99.5,1.0,0.9998257563649215,1.1111826138201437
100.0,1.0,0.9998320559138942,1.111183533466017
100.5,1.0,0.9998382616488297,1.111184165021786
101.0,1.0,0.9998443644804818,1.111184532729945
101.5,1.0,0.9998503564321303,1.1111846593894152
102.0,1.0,0.9998562305616385,1.111184566421443
102.5,1.0,0.9998619808876245,1.1111842739334452
103.0,1.0,0.9998676023195829,1.1111838007808033
103.5,1.0,0.9998730905918005,1.111183164626618
104.0,1.0,0.9998784422009063,1.111182381999442
104.5,1.0,0.9998836543469075,1.1111814683490044
105.0,1.0,0.9998887248775621,1.1111804380999564
105.5,1.0,0.9998936522359436,1.111179304703661
106.0,1.0,0.999898435411059,1.1111780806880596
106.5,1.0,0.999903073891383,1.111176777705644
107.0,1.0,0.9999075676211767,1.1111754065795763
107.5,1.0,0.9999119169594635,1.1111739773479845
108.0,1.0,0.9999161226415368,1.1111724993064809
108.5,1.0,0.999920185742882,1.1111709810489407
109.0,1.0,0.9999241076453935,1.1111694305065796
109.5,1.0,0.9999278900057785,1.1111678549853787
110.0,1.0,0.9999315347260369,1.111166261201898
110.5,1.0,0.9999350439259141,1.1111646553175194
111.0,1.0,0.9999384199172272,1.1111630429711719
111.5,1.0,0.9999416651799663,1.1111614293105734
112.0,1.0,0.9999447823400797,1.1111598190220437
112.5,1.0,0.999947774148853,1.11115821635893
113.0,1.0,0.9999506434637971,1.1111566251686866
113.5,1.0,0.9999533932309613,1.1111550489186601
114.0,1.0,0.9999560264685948,1.1111534907206178
114.5,1.0,0.9999585462520798,1.1111519533540684
115.0,1.0,0.9999609557000642,1.111150439288416
115.5,1.0,0.9999632579617246,1.111148950703988
116.0,1.0,0.9999654562050944,1.1111474895119848
116.5,1.0,0.9999675536063922,1.1111460573733851
117.0,1.0,0.9999695533402922,1.1111446557168536
117.5,1.0,0.9999714585710774,1.111143285755688
118.0,1.0,0.9999732724446214,1.111141948503843
118.5,1.0,0.9999749980811479,1.111140644791073
119.0,1.0,0.9999766385687157,1.111139375277226
119.5,1.0,0.9999781969573843,1.111138140465727
120.0,1.0,1.0041463429206805,1.1111369407162879
120.5,1.0,1.0081986720102496,1.1036380656341627
121.0,1.0,1.012138402153857,1.0960613235278858
121.5,1.0,1.0159686619177348,1.088408878351185
122.0,1.0,1.0196924929842412,1.0806828338479257
122.5,1.0,1.0233128525610542,1.0728852352311535
123.0,1.0,1.0268326157237793,1.0650180708151686
123.5,1.0,1.0302545776938037,1.0570832736019509
124.0,1.0,1.0333940132876076,1.0490827228232134
124.5,1.0,1.0362568237844823,1.0413555394268215
125.0,1.0,1.0388488006381373,1.0339105086365932
125.5,1.0,1.041175627022165,1.026756207994406
126.0,1.0,1.0432428793745505,1.0199010121221765
126.5,1.0,1.0450560289400812,1.0133530973794111
127.0,1.0,1.0466204433095723,1.0071204464184595
127.5,1.0,1.0479413879548867,1.001210852639562
128.0,1.0,1.049032460108477,0.9956319245477483
128.5,1.0,1.0499070989324897,0.9903759164173256
129.0,1.0,1.0505785847175584,0.9854344330864458
129.5,1.0,1.051060038222903,0.9807984422553133
130.0,1.0,1.0513644201511965,0.9764582865851493
130.5,1.0,1.0515045307519024,0.9724036955999712
131.0,1.0,1.0514930095470052,0.9686237973932617
131.5,1.0,1.051342335173282,0.965107130141641
132.0,1.0,1.0510644459955685,0.9618416534276673
132.5,1.0,1.0506707388784082,0.958815441977311
133.0,1.0,1.0501720682992797,0.9560167249769009
133.5,1.0,1.0495787457889285,0.9534339248597828
